title,category
"""다음 임무는 유능한 민주당""…불붙는 당권 경쟁",Politics
"조수빈 전 KBS 아나 “선관위, 해체 아니라 분쇄”",Politics
“전국적으로 큰 승리”라는 정청래…민주당이 크게 이긴 게 맞을까,Politics
주애는 정말 후계자일까…‘4대 세습’ 논의로 북한이 얻은 것,Politics
온종일 일하지만 선거철만 되면 ‘투명인간’…300만표가 사라졌다,Politics
"[한동훈의 100시간] ""보수재건"" ""李대통령으론 안돼""…'존재감 각인' 한동훈",Politics
"""재밍·레이저론 부족…군집드론 막을 저가드론·전자기파 무기 확보해야""",Politics
송파구 전체로는 용지 남았는데…투표소에선 왜 부족했나,Politics
"오세훈, 사선 넘어 5선 '벼랑 끝 승부사'…野 대권 잠룡으로 부상",Politics
'AI 총리' 임명 대도약 드라이브…후속 개각 주목,Politics
미리 보는 이 대통령 취임 1주년 '대체불가 대한민국' 기자회견,Politics
"'사퇴 압박' 받는 장동혁, 선관위 총공세…전면 재선거·국조·특검까지",Politics
"민주, 완승 꿈꾸다 ‘절반만 승리’...민심 경고 전당대회서 답할까",Politics
장동혁호 유지? 한동훈 복당?… 원내대표 선거에 국힘 노선 갈린다,Politics
시진핑 방북 앞둔 北 “핵보유국 절대 불퇴”,Politics
선관위 사태로 버티는 장동혁…'재선거' 외치다 불신 자초,Politics
SKT-엔비디아와 'AI 인프라 깐부'…'풀스택 AI 클라우드' 협력,Economic
"삼성전자, '구매액 20% 환급' 페스티벌 오늘 시작",Economic
"‘고유가·외인 매도폭탄’ 악재만 가득…1560원 뚫은 환율, 고착화 우려",Economic
‘올 주식시장 최대 대어’ 스페이스X 청약에 234조 몰렸다···“목표 금액 2배”,Economic
"국토부, 8일부터 국내 유일 '항공문학상' 공모…총상금 2110만원",Economic
수도권 레미콘 1만1000대 멈췄다…건설현장 넘어 반도체 공정 ‘비상’,Economic
"치킨 들고 나온 젠슨 황… ""HBM 더 필요해!"" 현장 웃음바다",Economic
"블룸버그 ""코스피 과열 경계감…일부 글로벌 투자자 헤지 나서""",Economic
야간에 1561원까지 치솟은 환율… 정부 “시장교란 행위 점검”,Economic
"""한국 재활용률, 일본의 3.5배""…한일 첫 폐기물 통계 비교",Economic
"미래에셋, 스페이스X 청약 이틀차도 흥행…2분 만에 소진",Economic
수도권 신고가 비중 올해 최저…강남 꺾이고 동탄 떴다,Economic
[경제 포커스] 1560원 찍은 환율...‘달러 방파제’ 외환보유고 올 들어 1.6兆 줄어,Economic
"[아침밥] IBK증권 ""삼성E&A 수주 성장 국면…비화공 5조원 가능""",Economic
연이틀 만나는 젠슨 황·정의선…현대차-엔비디아 AI 동맹 구체화,Economic
강남 신고가 잠잠한데 동탄은 '껑충'…수도권 신고가 비중 '뚝',Economic
"SK하이닉스, 아직 끝 아니다...증권가 ""목표가 320만원""",Economic
점심시간 대기번호 60번…종각 직장인들 줄 세운 이곳,Economic
“삼전닉스 내일은 오를까요? ㅠㅠ”…묻지말고 ‘이것’ 보라는데,Economic
"[현장] 젠슨 황, 방한 마지막날 'AI·로보틱스 강행군' 시작…삼성·SK·현대차·LG 등과 회동",Economic
"블룸버그 ""코스피 과열 경계감…일부 글로벌 투자자 헤지 나서""",Economic
"한화證 “KB금융, ROE 15년 만에 최고 수준 전망…목표가 22만6000원”",Economic
"신한證 “메리츠금융지주, 시장 변동성 확대 구간에서 매력 부각”",Economic
"유퀴즈 나온 젠슨황, 화사 향한 '팬심' 공개",Economic
"바빌론 “비트코인, 담보 기능 더해 진짜 금으로 만들 것” [매일코인]",Economic
[친절한 경제] 대학병원서 MRA 받았는데도…보험금 안 나온다?,Economic
"한미약품, 올해 추가 기술수출 기대감 커진다 [Why 바이오]",Economic
"“국장 투자자, 이번 달은 어렵겠지만”…AI실적 안 사라진다는 증권가 [오늘 나온 보고서]",Economic
"[VC 밸류업 진단] 아주IB투자, 임원 줄매도…블록딜 단가 20% 낮아져",Economic
‘젠슨 황 효과’ BBQ 홍대점 매출 20% 뛰었다,Economic
9000 바라보던 코스피 급제동… 빚투·레버리지 개미 비명,Economic
마지막까지 바쁜 젠슨 황…오늘 LG·현대차·네이버 이어 서울대까지 돌아,Economic
수도권 레미콘 1만1000대 멈췄다…건설현장 넘어 반도체 공정 ‘비상’,Economic
"SK하이닉스, 엔비디아와 차세대 메모리 공동 개발…'장기 파트너십' 맺어",Economic
“고삐 풀린 원화” 환율 1600원 턱밑 비상,Economic
"삼전·하이닉스에 절반 베팅…KB운용, 반도체 채권혼합 펀드 출시",Economic
"스페이스X 탓에 국장 '출렁'...""오히려 기회다""",Economic
"네이버·엔비디아, 초대형 AI 팩토리 구축…韓 기업 최초 '네모트론' 합류",Economic
"SK하이닉스, 엔비디아와 '운명 공동체'…AI 메모리 패권 함께 쥔다",Economic
"""123조 증권에 뺏길라""…은행들 퇴직연금 ETF 유치 '혈안'",Economic
"네이버-엔비디아, 기가와트급 AI 팩토리 짓는다…소버린 AI 강화",Economic
"""8천피 성과? 돈이 있어야 주식하죠""…저소득층, 복권 지출 60% 늘어난 이유",Economic
美 고용 호조가 불러온 금리 공포…원·달러 1560원에 한은 ‘빅스텝’ 그림자,Economic
"하나증권 ""삼성물산, 주가 여전히 저평가…목표가↑""",Economic
美반도체 쇼크·환율 급등…韓 증시 ‘검은 월요일’ 공포 재확산 [투자360],Economic
"비트코인, 9500만원선 회복…공포지수는 '극단적 공포'",Economic
"스타벅스 미국 본사, 5·18단체에 사과…""부적절한 마케팅""",Social
“회사 인간관계 힘들어 퇴사했어요”,Social
"예약 여행 취소, 한복도 4번 바꿔…죽 끓듯 변덕 시모, 며느리 번번이 골탕",Social
[속보] 대검 “투표지 부족 사태 ‘합수본’ 구성... 의혹 엄정 규명”,Social
개표소에 묶인 '투표함 380개' 어쩌나...선관위 대책 고심,Social
"'부산 돌려차기남' 배상은 안 하고…""매달 15만 원 쓰게 해달라""",Social
국민 88% 단계적 정년연장 찬성…'소득 공백' 불안 69%,Social
돌봄 현장 누비는 노인 3만명…통합돌봄 사각지대 메운다,Social
운전석·페달 없는 로보 택시 등장...AI 운전 적합하게 형태 바뀌는 자동차,Social
흐리고 전국 곳곳 ‘비’…낮 최고 29도 [오늘날씨],Social
"""영구 보존해야""…젠슨 황, 다녀간 식당에 '사인' 남겨",Social
국민 88.3% “정년연장 찬성”,Social
"""XX 놈아"" 욕설에 멱살까지…조국혁신당 총무국장 1심 벌금형",Social
안산 공장 화재 10시간 만에 큰불 잡혀,Social
"""비행기 사고 보더니, 못 간다""…칠순여행 일주일 전 취소한 시어머니",Social
"정용진 회장, 광주서 '탱크데이' 직접 사과할까",Social
'송파 개표소 봉쇄' 나흘째…밤샘 시위 계속,Social
‘탁 치니 억 하고 죽었다’ 대공분실 찾은 중학생들 “민주화 열망 느꼈다” [세상&],Social
"""테무 경찰이세요?"" 도 넘는 조롱에…가족들 울분 [소셜픽]",Social
"""이게 난리 칠 일인가요?""...친한 친구 장례식 다녀왔다가 파혼 위기 맞은 男 [어떻게 생각하세요]",Social
"""수술실 CCTV 있다는데""...환자 절반은 몰랐다",Social
"""젠슨 황 다녀감""…'삼소회동' 열린 삼겹살집 테이블 사인 '눈길'",Social
"청라시티타워, 448m 청사진은 그대로…착공 막는 법정 공방",Social
"""일베들 탱크로 밀어버려야""...매불쇼 최욱 발언 논란 ""내로남불 어디 가냐""",Social
조직 리더 때문에… 직장인 80%가  '퇴사 고민'하는 이유 [서베이 행간읽기],Social
"""합법적 몽둥이 필요""…정준희 교수 발언에 한양대 학생 반발",Social
"젠슨 황이 사인 남긴 삼겹살집 테이블 공개…""VIP석 됐다, 방탄유리 깔자""",Social
"[주목! e장면] '신호 무시·차선 이탈' 수상한 앞차, 검거해 보니…",Social
"조상호, 세종 신도시 11곳 평균 득표율 61%대 강세 뚜렷히 입증",Social
소멸시효 완성 후에는 금전 무상대여이익…특정법인 증여의제 적용 안돼 [판례연구],Social
5주기 앞둔 광주 학동참사 행정처분·추모공간 논의 '제자리',Social
"'째려봤다'고 고소하고, 무혐의 나와도 2차 고소…'교권 추락'에 신음하는 교사들",Social
"[박상욱의 기후 1.5] 계절도, 장마도 바꾼 기후변화",Social
"""합불자료 좀"" 친구 부탁에 개인정보 유출한 교사, 무죄…이유는?",Social
"""죽을죄를 지었습니다"" PC방 '소화기 테러' 여중생 부모가 올린 사과문",Social
"조수빈 아나운서, 선관위 작심 비판…""해체 아닌 분쇄돼야""",Social
대기업 가려고 퇴사하는 MZ들?…반전 진실,Social
스타벅스 ‘518 탱크데이’ 논란…美 본사 “부적절한 마케팅” 사과,Social
"택시 주유소로 돌진, 2명 사망…담배 피우다 바다에 '풍덩'",Social
"중앙일보 ""국민에 귀 기울이되 부정선거 음모론자 주장 걸러내야""",Social
"1,300명 살린 마지막 비행…김도현 중령을 기억하다",Social
"""정치 얘기만 나오면 사람 취급 안 해""…시어머니 때문에 고민이라는 며느리",Social
푸드존·화장실 줄서기만 3시간…록페 티켓 과다 판매 논란,Social
“일반→모범택시 전환 쉬워질 듯”…‘무사고’ 요건 삭제 등 요건 완화,Social
"[와글와글 플러스] 국민 10명 중 9명은 ""정년연장 찬성""",Social
'가짜 제미나이' 피해 속출‥'환불불가' 덤터기,Social
지난해 입원 질병 1위 ‘노년백내장’…치매 입원비는 1조9천억원,Culture
“희생 결코 잊지 않겠다” “우리 도움 이렇게 오래 기억해주는 나라 없다”...韓美 노병들 한 마음 된 보은의 밤,Culture
"대전일보 오늘의 운세 양력 6월 8일, 음력 4월 23일",Culture
"최휘영 장관, 국립발레단장 내정설에 “허황된 뜬소문”…‘가짜뉴스’에 직접 등판",Culture
축제의 노래와 재선거 구호 사이… ‘2026 위버스콘’이 마주한 평온과 소란 [D:현장],Culture
내일 흐리고 동쪽 소나기…더위 누그러져[날씨],Culture
"'미래는 지금 여기서부터'…현대차, 2026 월드컵 캠페인 전개",Culture
전국 구름 많고 동쪽엔 소나기...당분간 이맘때 초여름[날씨],Culture
‘이 음료’ 즐겨 마신 여성들 신장 기능 떨어져…콩팥 건강 망치는 습관은?,Culture
"인슐린 쓴 당뇨 환자, 치매 위험 높았다… 왜?[밀당365]",Culture
"20대 여성 “‘이 약’ 먹고 성기능 장애, 감각 사라져”…남 일 아닌 이유 [라이프+]",Culture
[날씨] 전국 흐리고 낮 더위 주춤…동쪽 소나기,Culture
치아가 나빠지면 고기보다 먼저 사람을 피하게 된다,Culture
허수경 시인 떠난 지 8년…생일 맞아 마지막 유고시집 출간,Culture
"“불치병은 옛말… 백혈병, 이젠 ‘무치료 관해’ 시대”",Culture
노년 치매 1조9000억원…입원 원인 1위는 백내장,Culture
[출근길 날씨] 당분간 초여름 날씨…흐리고 동쪽 소나기,Culture
“터지기 전엔 모른다”…30~40대도 안심 못하는 ‘이 병’,Culture
[날씨] 전국 구름 많고 동쪽엔 소나기...당분간 이맘때 초여름,Culture
[날씨] 당분간 예년 초여름 날씨…동쪽 곳곳 소나기,Culture
“나쁜 콜레스테롤 줄었다”…전문가들이 매일 먹으라고 말한 ‘이 음식’ [헬시타임],Culture
사람에게 물려 귓바퀴 떨어져 나간 20대 男…성공적으로 재건한 모습 보니?,Culture
빵 부풀리고 면발 쫄깃하게 하는 건 밀가루 반죽 속 글루텐,Culture
“환자 1명당 사례비 30만원”…불법 판치는 혈액투석,Culture
“마음이 긴장하면 몸은 생식을 후순위로 미룬다”,Culture
심혈관질환과 거리두기...커피 2잔에 과일 디저트,Culture
[출근길 YTN 날씨 6/8] 오늘 구름 많고 이맘때 초여름...동쪽 곳곳 소나기,Culture
전국 흐리고 곳곳에 비 …돌풍·천둥·번개 동반 주의(종합),Culture
[출근길 날씨] 흐리고 더위 주춤…동쪽 소나기,Culture
"""160엔 뚫리기 전에 간다""…일본행 티켓 잡는 한국인 70% 폭증",Culture
낮에 너무 졸리면 단순 피로 아니다?…의사에게 꼭 물어야 할 7가지,Culture
젠슨 황이 입에 댄 건 다 잘 팔린다…HBM칩 과자 매출 766% 폭증,Culture
[날씨클릭] 당분간 더위 주춤…오후 동쪽 곳곳 소나기,Culture
"유통기한 지난 부침가루, 커피믹스…버리기 전 재활용하는 방법",Culture
통증 없어도 혈뇨 나오면 상부요로암 검사 필요,Culture
스마트폰 놓지 않는 2030 눈 ‘노인성 안질환’ 시달린다 [건강+],Culture
"“얼굴, 몸에 열꽃이?” 이채영, 갑자기 피부 ‘확’ 뒤집어진 이유는?",Culture
20세 ‘유튜버’의 화려한 할리우드 데뷔···시작은 온라인 괴담 사진이었다,Culture
[날씨] 당분간 이맘때 초여름 날씨…오늘 흐리고 동쪽 소나기,Culture
[오늘 날씨] 전국 흐리고 곳곳 소나기…천둥·번개 주의,Culture
"""문화강국을 꿈꾼 지도자, 이미 200년 전 조선에 있었다""",Culture
"“회전근개 부분 파열, 콜라겐 주입술로 힘줄 재생까지 기대” [Health&]",Culture
"‘베타아밀로이드’ 축적 막는 은행잎, 어지럼증·간헐성 파행증에도 도움",Culture
"시원찮은 소변, 노화 탓 아니다…50대男 절반 겪는 병 [Health&]",Culture
"""호르무즈 통행 서비스료 징수 단계…선박당 150만~200만 달러""",World
"이란, 이스라엘에 미사일 발사…트럼프 ""이스라엘 보복 말릴 것""",World
"젤렌스키, 푸틴과 설전 중 상트페테르부르크에 드론 수백대 날려",World
"파키스탄 실권자, 이란 최고지도자에 친서 전달…중재 노력 지속",World
"월드컵 경기 출퇴근?‥미국, 이란에 '비자 갑질'",World
"""美, 이란 자금 이용해 걸프국가에 재건비용 지급 검토""",World
시진핑 내일 방북…7번째 만나는 김정은과 각 의제서 '전략공조',World
"미군 ""대이란 해상봉쇄로 지금까지 132척 회항·6척 무력화""",World
佛 출장에 여섯 자녀 데려간 美국방,World
"伊국방장관 ""나토, 韓·日·호주·브라질 등 회원국 확대해야""",World
"트럼프 ""네타냐후, 美-이란 합의 수용할 수밖에…결정권자는 나""",World
"[뉴스UP] 이란, 이스라엘 공격에도...트럼프 ""10일까지 합의""",World
트럼프 “이란과 이번 주 초 합의 가능…미사일 쐈으니 이제 협상해야”,World
"이스라엘, 가자 경찰서 공습 9명 사망…이집트서 휴전 협상 재개",World
"""美국방예산법안에 '군함 외국건조 금지' 명기…상임위 통과""",World
"美 NBC ""트럼프, 이란戰·선거 관련 발언 다수 과장·허위""",World
"伊국방 ""나토, 韓·日까지 넓혀야""…새 유럽 방위동맹도 제안",World
[자막뉴스] 휴전 협상에 '중대 위기'...이스라엘에 이란 미사일 '우수수',World
"트럼프 ""미국이 직접 우라늄 폐기…협상 불발 땐 타격""",World
‘개전 100일’트럼프…이란·이스라엘에 자제 촉구,World
"이스라엘군, 이란 공격에 ""심각한 실수…승인 떨어지면 보복""",World
"[뉴스초점] 트럼프 ""최종합의 근접""…시진핑, 오늘 국빈 방북",World
월드컵 前 합의 바라는 트럼프…이란·이스라엘에 자제 촉구,World
쓰레기통에서 투표함 발견…'투표용지 부족 사태'에 결선투표 벌이는 페루,World
"시진핑, 오늘 북한 국빈 방문…북중러 '재밀착' 속 연대 강화 주목",World
"이란 ""동결 자산, 걸프 동맹국 배상 재원 될 수 없다""",World
페루 대선 출구조사 초박빙…우파 후지모리 오차內 우세(종합),World
[비즈 나우] '흥행 돌풍' 스페이스X…목표액 2배 몰린 청약,World
"[부자들의 투자노트] 美 자산운용사 ""반도체주 조정 일시적""",World
"이스라엘, 베이루트 전격 공습…이란 “고통스러운 대응” 즉각 보복 예고",World
"美, 인도양 전략 요청지 차고스제도 매입 추진",World
스페이스X에 1500억달러 몰렸다…IPO 청약 목표액 2배 흥행,World
"“美, 인도양 전략적 요충지 차고스 제도 매입 검토”",World
에베레스트서 실종된 셰르파…장례식 도중 ‘6일 만에 생환’ 화제 [잇슈 SNS],World
"中, 대만 맞은편 최전선에 신형 중거리 지대공 미사일 배치",World
"""女배우가 죽기 직전 입었던 속옷이래""...3000만원 치솟은 마릴린 먼로 브래지어",World
"트럼프 ""이란 고농축우라늄 회수할 것…동결자산 즉시 해제 안해""",World
트럼프 “이란과 최종 합의 눈앞…10일까지 타결 가능성”,World
[마켓 브리핑] 예상보다 강한 고용 지표에 금리 인상 우려 부각,World
"이란 외무부 ""휴전 깬 이스라엘에 방어적 타격…자위권 행사""",World
이스라엘군 “승인 내려지는 즉시 이란에 강력한 타격”,World
미군 “‘對이란 해상봉쇄’ 132척 회항·6척 무력화”,World
"[증시전략] ""고용 호조가 악재됐다""…美 AI 반도체 랠리 '제동'",World
‘부정선거’ 설전 벌이다 인터뷰 끊고 나간 트럼프[이태규의 워싱턴 플레이북],World
"관세 냈던 LG엔솔, 美서 돈 돌려받는다…환급 규모 1000억원대",World
美 장관 해외 출장에 부인·자녀 동행 [김태훈의 의미 또는 재미],World
"KT, 내달 5G·LTE 통합요금제 출시…전 구간 데이터 안심 옵션 적용",IT
"젠슨 황, 엔씨·크래프톤과 회동···게임사로 넓어지는 ‘AI 동맹’",IT
"AIDC 5조 도전 LGU+, 전략 공개",IT
엔비디아 올라탄 네이버…'AI 팩토리' 수출 본격화,IT
젠슨 황 만난 엔씨 김택진 “리니지부터 이어진 25년 동맹…AI 협력 강화할 것”,IT
"트럼프 “AI기업 지분, 미국인에게 배분 검토”",IT
구글 이어 메타도 유상증자 '만지작'…AI 올인,IT
"""시리야~ 네!"" 아이폰 똑똑해진다…WWDC서 베일 벗는 'AI 시리'",IT
"네이버-엔비디아, 국내 최초 기가와트급 AI팩토리 짓는다…각 세종 4배 규모(종합)",IT
"SKT-엔비디아, 韓 GW급 AI팩토리 짓는다…亞 최대 AI 인프라(종합)",IT
"잠실 달군 젠슨 황, 이번엔 두산과 AI팩토리 손잡았다",IT
"가스공사, LNG 캐나다 수도권 첫 입항…키티맷~인천 8500㎞ 12~13일이면 운송",IT
"HBM만? 노! SK·엔비디아, 칩부터 데이터센터까지 'AI 풀스택 깐부' 맺었다",IT
"SKT, 엔비디아와 GW급 ‘AI 팩토리’ 짓는다… 2027년 한국서 첫 가동",IT
"""소버린 넘어 피지컬 AI까지""…엔비디아 손잡은 네이버, 세종 넘어 데이터센터 글로벌 확장",IT
"디앤디파마텍, 빅딜 기대감에 '강세'…에임드바이오·이뮨온시아 ↓[바이오 맥짚기]",IT
"엔비디아, 네이버와 기가와트급 AI 팩토리 구축 협력",IT
"파로스아이바이오, 일라이릴리 '튠랩' 전격 합류…엔비디아 AI 플랫폼 쓴다[only 이데일리]",IT
독박 육아 대신 ‘함께 키우는 회사’ 택했다 [애 낳으면 1억…IT업계가 달라졌다]②,IT
K-문샷 PD에 예산권 준다더니…권한 범위 논란,IT
"이통3사, 알아서 요금 내린다고?…요금제 줄이고 구독상품 강화",IT
"마지막까지 바쁜 젠슨 황, 오늘은 LG·서울대·현대차·네이버 찾는다",IT
"위기의 애플, '구글 AI'로 시리 전면 개편…WWDC서 반격[모닝폰]",IT
"[단독] 삼성전자 파운드리, 올 3분기 흑자전환 전망… “4년 만에 성장궤도 진입”",IT
"“1억 지원금”…IT업계, 육아 복지에 힘 쏟는 이유 [애 낳으면 1억…IT업계가 달라졌다]①",IT
"인간 배아 DNA ‘오타’ 고쳤다… 생명의 빨간펜, 득인가 실인가",IT
[PLAY IT] 'AI PC 사춘기 끝'…퀄컴 스냅드래곤X2 엘리트 실측해보니,IT
"발바닥 통증 ‘족저근막염’, 왜 자꾸 재발할까",IT
원전? 석유? 태양광? 특정 에너지원만으로는 안보 못 지켜,IT
"젠슨 황, 오늘 네이버 로봇 사옥 방문…'로보틱스' 협력안 나올까",IT
"미토스로 '미토스 쇼크' 막는다…과기정통부, 대응 본격화",IT
젠슨 황 “HBM 더 많이 필요”…오늘 SK와 청사진 발표 예고,IT
"공공 서비스 첫 관문 ‘본인인증’, 딱 한번 설정해 3년 편하게",IT
운전대·페달·계기판 없앴다… 로보 택시의 진화,IT
인류 첫 ‘마라톤 서브2’… 신발보다 계산된 훈련-강한 경쟁자 덕,IT
‘깐부’와 점심·저녁…그 사이엔 PC방 두 번 간 젠슨 황,IT
젠슨 황 만난 최태원 회장 옆 정재헌 SKT 사장…'깐부회동' 왜 함께했나,IT
"젠슨 황, 네이버 치지직 뜬다…이해진과 1784서 특별 라이브",IT
"젠슨황, 내일 SK그룹 새 협력방안 직접 발표한다",IT
"""젠슨 형이 왜 여기에?""…치지직 생방송에 젠슨 황·이해진 의장 '등판'",IT
"SK 깐부회동의 깜짝 선물…젠슨 황, T1 완전체 사인 후드 받고 '함박웃음'",IT
젠슨 황 “韓에 빚졌다”…PC방-식당-야구장-깐부 회동까지 광폭 행보,IT
"“친구들과 일한다”…최태원과 치맥한 젠슨 황, 다음 행선지는 삼성·네이버",IT
"젠슨 황, 최태원과 '치맥 깐부회동'…SK와 새로운 협력 계획 예고",IT
